instances/J100M10
instances/J100M10/J100M10N1
PFT,2739,0.063015
PFT_NEH,2477,0.081868
LPT,2865,0.004735
MinMax,2827,0.039489
mNEH,2421,0.029591
PW,2641,0.120909
GRASP_NEH,2739,0.044083
instances/J20M20/J20M20N5
NEH,2538,0.033155
PF,2822,0.063062
PF_NEH,2548,0.07917
PFT,2814,0.058897
PFT_NEH,2566,0.075993
LPT,2919,0.004759
MinMax,2851,0.037572
mNEH,2558,0.028171
PW,2853,0.06651
GRASP_NEH,2822,0.040367
instances/J20M20/J20M20N6
NEH,2472,0.030235
PF,2535,0.060485
PF_NEH,2511,0.080709
PFT,2568,0.058057
PFT_NEH,2499,0.089847
LPT,2816,0.005257
MinMax,2723,0.0396
mNEH,2491,0.029419
PW,2669,0.070536
GRASP_NEH,2535,0.04195
instances/J20M20/J20M20N7
NEH,2475,0.033756
PF,2719,0.068168
PF_NEH,2507,0.085265
PFT,2719,0.06403
PFT_NEH,2507,0.082223
LPT,2914,0.004947
MinMax,2743,0.0397
mNEH,2483,0.030238
PW,2882,0.07243
GRASP_NEH,2719,0.052984
instances/J20M20/J20M20N8
NEH,2411,0.031247
PF,2709,0.062385
PF_NEH,2452,0.078703
PFT,2709,0.058362
PFT_NEH,2452,0.075865
LPT,2725,0.00451
MinMax,2724,0.036589
mNEH,2463,0.027738
PW,2688,0.066799
GRASP_NEH,2709,0.042517
instances/J20M20/J20M20N9
NEH,2416,0.035107
PF,2897,0.062969
PF_NEH,2524,0.078864
PFT,2883,0.058318
PFT_NEH,2484,0.075235
LPT,2844,0.004894
MinMax,2714,0.037189
mNEH,2467,0.027419
PW,2807,0.066017
GRASP_NEH,2897,0.040679
instances/J20M5
instances/J20M5/J20M5N1
NEH,1435,0.019115
PF,1462,0.037012
PF_NEH,1457,0.040666
PFT,1455,0.03177
PFT_NEH,1457,0.037825
LPT,1664,0.003183
MinMax,1599,0.011948
mNEH,1461,0.010621
PW,1446,0.030918
GRASP_NEH,1462,0.031118
instances/J20M5/J20M5N10
NEH,1349,0.020036
PF,1386,0.037138
PF_NEH,1369,0.068254
PFT,1381,0.045845
PFT_NEH,1398,0.038866
LPT,1568,0.003452
MinMax,1436,0.011648
mNEH,1380,0.010546
PW,1398,0.0312
GRASP_NEH,1479,0.033978
instances/J20M5/J20M5N2
NEH,1477,0.022975
PF,1522,0.041824
PF_NEH,1454,0.044006
PFT,1533,0.034417
PFT_NEH,1467,0.042108
LPT,1733,0.003865
MinMax,1603,0.013184
mNEH,1486,0.011236
PW,1533,0.034423
GRASP_NEH,1522,0.03996
instances/J20M5/J20M5N3
NEH,1353,0.019228
PF,1475,0.073233
PF_NEH,1386,0.040239
PFT,1482,0.032058
PFT_NEH,1393,0.038158
LPT,1633,0.002922
MinMax,1570,0.011621
mNEH,1375,0.010994
PW,1419,0.031448
GRASP_NEH,1475,0.032042
instances/J20M5/J20M5N4
NEH,1552,0.019577
PF,1650,0.037625
PF_NEH,1479,0.040913
PFT,1611,0.032345
PFT_NEH,1464,0.038117
LPT,1855,0.003233
MinMax,1615,0.011578
mNEH,1533,0.010141
PW,1571,0.031014
GRASP_NEH,1650,0.03139
instances/J20M5/J20M5N5
NEH,1398,0.019076
PF,1462,0.037038
PF_NEH,1394,0.040551
PFT,1440,0.031699
PFT_NEH,1385,0.037493
LPT,1701,0.003059
MinMax,1438,0.011462
mNEH,1400,0.010413
PW,1428,0.031175
GRASP_NEH,1462,0.028859
instances/J20M5/J20M5N6
NEH,1464,0.020325
PF,1562,0.037177
PF_NEH,1438,0.040688
PFT,1479,0.032198
PFT_NEH,1441,0.038295
LPT,1752,0.003566
MinMax,1518,0.014045
mNEH,1444,0.01081
PW,1438,0.061753
GRASP_NEH,1562,0.034795
instances/J20M5/J20M5N7
NEH,1450,0.025059
PF,1509,0.03706
PF_NEH,1451,0.040465
PFT,1468,0.031791
PFT_NEH,1471,0.038123
LPT,1739,0.003038
MinMax,1511,0.011676
mNEH,1477,0.010765
PW,1500,0.030937
GRASP_NEH,1509,0.029784
instances/J20M5/J20M5N8
NEH,1427,0.028922
PF,1561,0.223688
PF_NEH,1499,0.076499
PFT,1542,0.055256
PFT_NEH,1491,0.075929
LPT,1792,0.004345
MinMax,1629,0.014737
mNEH,1455,0.011643
PW,1548,0.033908
GRASP_NEH,1561,0.037229
instances/J20M5/J20M5N9
NEH,1457,0.02021
PF,1527,0.037584
PF_NEH,1472,0.040239
PFT,1527,0.031757
PFT_NEH,1472,0.037482
LPT,1812,0.003067
MinMax,1549,0.011581
mNEH,1458,0.012509
PW,1509,0.030866
GRASP_NEH,1527,0.029593
instances/J500M10
instances/J500M10/J500M10N1
NEH,35111,5.75817
PF,32805,324.124
PF_NEH,32555,322.7
PFT,32894,318.176
PFT_NEH,32679,317.627
LPT,39405,0.229488
MinMax,35543,11.5821
mNEH,34832,5.52864
PW,32644,22.3206
GRASP_NEH,34781,15.7828
instances/J500M10/J500M10N10
NEH,35507,7.14193
PF,32878,324.613
PF_NEH,32700,332.716
PFT,33153,327.21
PFT_NEH,32847,321.515
LPT,39984,0.230255
MinMax,35674,11.5789
mNEH,35213,5.78029
PW,32992,23.8948
GRASP_NEH,34935,15.8798
instances/J500M10/J500M10N2
NEH,35452,6.40393
PF,32975,319.782
PF_NEH,32666,318.608
PFT,33065,319.036
PFT_NEH,32900,321.394
LPT,39954,0.234759
MinMax,35819,11.5518
mNEH,35091,5.51898
PW,32824,22.3686
GRASP_NEH,35254,15.6104
instances/J500M10/J500M10N3
NEH,35124,7.13241
PF,32936,342.544
PF_NEH,32727,321.263
PFT,32941,334.742
PFT_NEH,32723,339.653
LPT,39618,0.233452
MinMax,35634,11.4033
mNEH,34901,5.63102
PW,33036,31.7806
GRASP_NEH,34728,17.1148
instances/J500M10/J500M10N4
NEH,35474,6.25756
PF,33066,326.431
PF_NEH,32828,319.096
PFT,32912,324.521
